"","fips","year","uranium_avg_excess","arsenic_avg_excess","dehp_avg_excess","nitrates_avg_excess","haa_avg_excess","thm_avg_excess","county","total_med","total_agri_fish_mine","agri_fish_hunt","mining_quarrying_oilgas_extract","construction","manufacturing","wholesale_trade","retail_trade","transport_warehouse_utilities","transport_warehouse","utilities","information","fin_ins_realest","fin_ins","realest_rent_lease","total_prof_sci_mgmt_admin","prof_sci_tech","admin_sup","total_edu_health_social","edu_serv","health_social","total_arts_ent_acc_food","arts_ent_rec","acc_food_serv","other_ser","pub_admin","maxcontam"
"1","12001","2011",0,0,0,0,0,0,"Alachua County, Florida",0.0301124585,0.241654977333333,0.274623457666667,-0.0240425498333333,0.0150945056666667,0.112250625333333,-0.000579255499999999,0.026699588,0.101144617666667,-0.0240618095,0.0494375375,0.105065613833333,0.0315468641666667,0.028243319,0.038182798,0.0188465203333333,0.00771205666666666,0.051939643,0.016825851,0.0346629915,0.0113826781666667,0.000673773499999995,-0.135285948333333,0.033976743,0.00430732133333334,0.0313235281666667,0
"2","12001","2012",0,0,0,0,0,0.00829545454545454,"Alachua County, Florida",0.0056775415,-0.0676975046666667,-0.0698834223333333,-0.0624384858333333,0.0194956126666667,-0.000495793666666664,-0.0079318075,-0.00549172,-0.0319162873333333,0.0858381325,0.0038790325,0.0157642838333333,-0.0375049748333333,-0.02425188,0.017421454,0.00338693433333333,-0.0213256203333333,-0.027927999,-0.001478193,-0.0028844635,0.00217159516666667,0.0415335085,-0.0152000513333333,0.048293153,0.00638912033333333,0.0385965051666667,0.09125
"3","12001","2013",0,0,0,0,0,0,"Alachua County, Florida",-0.0112396445,0.158935490333333,0.174304762666667,-0.0784402588333333,-0.0376621903333333,0.0144888023333333,0.0335760265,-0.013131855,-0.0262954563333333,-0.0681075315,-0.0028089805,-0.0986639341666667,-0.0723227868333333,-0.045320155,-0.098408326,-0.0286380806666667,0.0171206546666667,-0.000795472,-0.012973652,-0.0077828205,-0.0170030088333333,0.0270826495,-0.00541948933333335,0.041882367,0.00486955733333333,-0.0241545578333333,0
"4","12001","2014",0,0,0,0,0.0389555555555556,0.0548416666666667,"Alachua County, Florida",0.0022076405,-0.00998112166666667,-0.0110530843333333,-0.0994261908333333,0.0423396186666667,0.0410243963333333,-0.1040598385,-0.014667414,-0.0390068563333333,0.0321679475,-0.0474685785,0.0949702238333333,0.0335012851666667,0.001981281,0.067812932,0.00669184733333333,-0.0138657323333333,0.028973968,-0.010430214,-0.0018183305,-0.0307889778333333,-0.1053202335,-0.0377375053333333,-0.124231081,-0.0127855696666667,0.0143312271666667,0.822625
"5","12001","2015",0,0,0,0,0.0311547619047619,0.0223928571428571,"Alachua County, Florida",-0.0012400465,-0.420345943666667,-0.416187677333333,-0.128154504833333,-0.0345515363333333,-0.0884964966666667,-0.0443906865,0.029960911,-0.0480189653333333,-0.0043689495,-0.1490346875,0.0383079798333333,0.0670362781666667,0.088350313,0.030338407,0.0275539983333333,0.0217458426666667,0.018117139,0.005676994,0.0019113365,0.0156005091666667,-0.0397615745,-0.172290427333333,-0.009426865,-0.0648175886666667,-0.0682280948333333,0.296166666666667
"6","12001","2016",0,0,0,0,0.00113636363636364,0.0215113636363636,"Alachua County, Florida",-0.0255179495,0.0974341023333333,0.0481959636666667,0.392501990166667,-0.00471601033333333,-0.0787715336666667,0.1233855615,-0.02336951,0.0440929476666667,-0.0214677895,0.1459956765,-0.155444167166667,-0.0222566658333333,-0.049002878,-0.055347265,-0.0278412196666667,-0.0113872013333333,-0.070307279,0.002379214,-0.0240887135,0.0186372041666667,0.0757918765,0.365933421666667,0.00950568299999999,0.0620371593333333,0.00813139216666667,0.236625
"13","12005","2011",0,0,0,0,0,0,"Bay County, Florida",0.022819056,0.0429679221666667,0.0465772496666667,0.2473598915,-0.0246436531666667,0.0382880045,0.0397613633333333,0.0113613856666667,-0.0110910715,-0.046381027,0.144333228,0.109794183,0.104588989333333,-0.0370436536666667,0.260136642,0.0882711311666667,0.076785245,0.054242961,0.0210305236666667,0.0900115383333333,-0.0266627771666667,0.0453654173333333,0.166163235166667,0.0439123831666667,-0.00534963933333333,-0.00765931283333333,0
"14","12005","2012",0,0,0,0,0,0.0444375,"Bay County, Florida",-0.021988204,-0.0954439568333333,-0.122248143333333,0.00486237049999999,0.00842624983333333,0.0070885885,-0.0247397596666667,-0.0156979903333333,-0.0059000115,0.018588226,-0.222352014,-0.060184159,0.0289025403333333,0.0263272823333333,0.002502996,-0.121834602833333,-0.036423067,-0.079799981,-0.0183682113333333,0.00345673433333333,-0.0454681851666667,-0.0384737316666667,-0.184728741833333,-0.0312799028333333,-0.00615400233333333,-0.00722095783333333,0.444375
"15","12005","2013",0,0,0,0,0.0845740740740741,0.028125,"Bay County, Florida",-0.02556237,0.109914496166667,0.0439345376666667,-0.3942808015,0.0442356798333333,-0.0302940855,-0.0652526256666667,-0.00471171733333333,-0.0809586005,-0.065841222,-0.098586171,0.044507311,-0.0486522206666667,-0.0568111676666667,-0.070557399,-0.0304253708333333,0.000753084000000001,-0.048586411,-0.00706703133333333,-0.0106418076666667,0.0441412908333333,-0.00701247066666667,-0.0276554918333333,-0.00676976183333333,-0.0572934513333333,0.00185819016666666,0.500833333333333
"16","12005","2014",0,0,0,0,0,0,"Bay County, Florida",0.017770615,0.0461592941666667,0.127937496666667,0.000799102499999996,-0.0125242351666667,-0.0463432375,-0.0380488046666667,0.00940099966666667,0.0576100935,0.041131819,0.213727818,-0.023111587,0.0261490763333333,0.0586550553333333,0.02431321,0.0211734451666667,-0.055748288,0.043603965,-0.00123664133333333,-0.0197265916666667,0.00532278683333334,0.0311943313333333,0.132856738166667,0.0148509611666667,0.0764390536666667,-0.0347469218333333,0
"17","12005","2015",0,0,0,0,0,0,"Bay County, Florida",0.01585218,-0.0440267588333333,-0.139248322333333,0.5227369305,-0.0278715611666667,-0.0096207155,0.0599290333333333,0.0315029336666667,-0.000148856500000001,-0.033929625,-0.026489482,0.048598358,0.00961730533333333,-0.0392046136666667,-0.004866803,0.00565422816666667,-0.031481302,0.011184033,0.0103777236666667,-0.0154114226666667,0.0182233738333333,0.0116814723333333,0.136949525166667,-0.0107673048333333,0.0133789176666667,0.101346384166667,0
